Title,Publication Date,Author,Location,Summary,Full Article Content,URL,Word Count,Sentence Count,Character Count,Avg Word Length,Year-Month,Cleaned Text,Tokens,Lemmatized Text,Sentiment Score,Sentiment Category,Tokenized Text,Dominant Topic
Lesson Plan: Teaching and Learning in the Era of ChatGPT,2023-01-25 02:49:59+00:00,By Katherine Schulten,The Learning Network,"First students learn about and share their thoughts on the issues A.I. chatbots raise for schools. Then, we invite them to help design both ethical guidelines and curriculum projects that use the tool for learning.","Featured Article: “Alarmed by A.I. Chatbots, Universities Start Revamping How They Teach” by Kalley Huang",https://www.nytimes.com/2023/01/24/learning/lesson-plans/lesson-plan-teaching-and-learning-in-the-era-of-chatgpt.html,15,3,105,6.066666666666666,2023-01,featured article “alarmed ai chatbots universities start revamping teach” kalley huang,"['featured', 'article', '“', 'alarmed', 'ai', 'chatbots', 'universities', 'start', 'revamping', 'teach', '”', 'kalley', 'huang']","feature article "" alarmed ai chatbot university start revamp teach "" kalley huang",0.0,Neutral,"['featured', 'article', '“', 'alarmed', 'ai', 'chatbots', 'universities', 'start', 'revamping', 'teach', '”', 'kalley', 'huang']",4
ChatGPT Made a Guest Appearance at the Marc Jacobs Three-Minute Fashion Show,2023-06-27 14:23:40+00:00,By Vanessa Friedman,Style,"So much to think about, so little time.","When did Marc Jacobs, erstwhile downtown darling turned New York fashion éminence grise, become a philosopher of the modern condition?",https://www.nytimes.com/2023/06/27/style/marc-jacobs-show.html,20,1,134,5.75,2023-06,marc jacobs erstwhile downtown darling turned new york fashion éminence grise become philosopher modern condition,"['marc', 'jacobs', 'erstwhile', 'downtown', 'darling', 'turned', 'new', 'york', 'fashion', 'éminence', 'grise', 'become', 'philosopher', 'modern', 'condition']",marc jacobs erstwhile downtown darling turn new york fashion éminence grise become philosopher modern condition,0.5859,Positive,"['marc', 'jacobs', 'erstwhile', 'downtown', 'darling', 'turned', 'new', 'york', 'fashion', 'éminence', 'grise', 'become', 'philosopher', 'modern', 'condition']",2
OpenAI Introduces ChatGPT App for the iPhone,2023-05-18 17:07:04+00:00,By Cade Metz,Technology,OpenAI is aiming to build on the popularity of its chatbot with a smartphone app that responds to voice prompts.,"Since ChatGPT debuted in November, hundreds of millions of people have experimented with the online chatbot, which can answer questions, write poetry, draft emails and riff on almost any topic from inside a web browser.",https://www.nytimes.com/2023/05/18/technology/openai-chatgpt-iphone.html,35,2,219,5.285714285714286,2023-05,since chatgpt debuted november hundreds millions people experimented online chatbot answer questions write poetry draft emails riff almost topic inside web browser,"['since', 'chatgpt', 'debuted', 'november', 'hundreds', 'millions', 'people', 'experimented', 'online', 'chatbot', 'answer', 'questions', 'write', 'poetry', 'draft', 'emails', 'riff', 'almost', 'topic', 'inside', 'web', 'browser']",since chatgpt debut november hundred million people experiment online chatbot answer question write poetry draft email riff almost topic inside web browser,0.0,Neutral,"['since', 'chatgpt', 'debuted', 'november', 'hundreds', 'millions', 'people', 'experimented', 'online', 'chatbot', 'answer', 'questions', 'write', 'poetry', 'draft', 'emails', 'riff', 'almost', 'topic', 'inside', 'web', 'browser']",0
How Should I Use A.I. Chatbots Like ChatGPT?,2023-03-30 15:25:14+00:00,By Kevin Roose,Technology,Large language models are already good at a wide variety of tasks.,"In today’s newsletter, the fourth in our five-part series, I’m going to try to convince you that large language models are already good at a wide variety of tasks — and they’re getting smarter every day.",https://www.nytimes.com/2023/03/30/technology/ai-chatbot-chatgpt-uses-work-life.html,36,2,203,4.666666666666667,2023-03,today’s newsletter fourth fivepart series i’m going try convince large language models already good wide variety tasks — they’re getting smarter every day,"['today', '’s', 'newsletter', 'fourth', 'fivepart', 'series', 'i', '’m', 'going', 'try', 'convince', 'large', 'language', 'models', 'already', 'good', 'wide', 'variety', 'tasks', '—', 'they', '’re', 'getting', 'smarter', 'every', 'day']",today ’s newsletter fourth fivepart series I ’m go try convince large language model already good wide variety task — they ’re get smart every day,0.7845,Positive,"['today', '’', 's', 'newsletter', 'fourth', 'fivepart', 'series', 'i', '’', 'm', 'going', 'try', 'convince', 'large', 'language', 'models', 'already', 'good', 'wide', 'variety', 'tasks', '—', 'they', '’', 're', 'getting', 'smarter', 'every', 'day']",4
TikTok’s Spying Scandal and ChatGPT’s Challenge to Google,2023-01-06 10:00:12+00:00,"By Kevin Roose, Casey Newton, Davis Land, Paula Szuchman, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano and Rowan Niemisto",Podcasts,TikTok skeptics now have a smoking gun.,"Calls to ban TikTok or force its sell-off from its parent company ByteDance are gaining momentum, especially after reports of ByteDance’s surveillance of several U.S. journalists. And could Microsoft’s investment in OpenAI mark the end of Google’s search monopoly?",https://www.nytimes.com/2023/01/06/podcasts/hard-fork-tiktok-microsoft-chatgpt.html,39,4,264,5.794871794871795,2023-01,calls ban tiktok force selloff parent company bytedance gaining momentum especially reports bytedance’s surveillance several us journalists could microsoft’s investment openai mark end google’s search monopoly,"['calls', 'ban', 'tiktok', 'force', 'selloff', 'parent', 'company', 'bytedance', 'gaining', 'momentum', 'especially', 'reports', 'bytedance', '’s', 'surveillance', 'several', 'us', 'journalists', 'could', 'microsoft', '’s', 'investment', 'openai', 'mark', 'end', 'google', '’s', 'search', 'monopoly']",call ban tiktok force selloff parent company bytedance gain momentum especially report bytedance ’s surveillance several we journalist could microsoft ’s investment openai mark end google ’s search monopoly,-0.2023,Negative,"['calls', 'ban', 'tiktok', 'force', 'selloff', 'parent', 'company', 'bytedance', 'gaining', 'momentum', 'especially', 'reports', 'bytedance', '’', 's', 'surveillance', 'several', 'us', 'journalists', 'could', 'microsoft', '’', 's', 'investment', 'openai', 'mark', 'end', 'google', '’', 's', 'search', 'monopoly']",1
"Weekly Student News Quiz: Canada, Fortnite, ChatGPT",2023-09-26 12:34:51+00:00,Compiled by Katherine Schulten,The Learning Network,Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,https://www.nytimes.com/interactive/2023/09/26/learning/26StudentNewsQuiz.html,20,2,106,4.35,2023-09,paying attention news recently see many questions get right,"['paying', 'attention', 'news', 'recently', 'see', 'many', 'questions', 'get', 'right']",pay attention news recently see many question get right,0.0,Neutral,"['paying', 'attention', 'news', 'recently', 'see', 'many', 'questions', 'get', 'right']",1
OpenAI’s Fund-Raising Talks Could Value Company at $150 Billion,2024-09-11 21:42:15+00:00,"By Cade Metz, Mike Isaac, Tripp Mickle and Michael J. de la Merced",Technology,The San Francisco start-up hopes to raise $6.5 billion as part of an aggressive push for more investment.,"OpenAI is in talks to raise about $6.5 billion as part of a deal that would value the company in the vicinity of $150 billion, a nearly $70 billion increase from its valuation nine months ago, according to five people with knowledge of the conversations.",https://www.nytimes.com/2024/09/11/technology/openai-fund-raising-valuation.html,45,3,254,4.666666666666667,2024-09,openai talks raise billion part deal would value company vicinity billion nearly billion increase valuation nine months ago according five people knowledge conversations,"['openai', 'talks', 'raise', 'billion', 'part', 'deal', 'would', 'value', 'company', 'vicinity', 'billion', 'nearly', 'billion', 'increase', 'valuation', 'nine', 'months', 'ago', 'according', 'five', 'people', 'knowledge', 'conversations']",openai talk raise billion part deal would value company vicinity billion nearly billion increase valuation nine month ago accord five people knowledge conversation,0.5719,Positive,"['openai', 'talks', 'raise', 'billion', 'part', 'deal', 'would', 'value', 'company', 'vicinity', 'billion', 'nearly', 'billion', 'increase', 'valuation', 'nine', 'months', 'ago', 'according', 'five', 'people', 'knowledge', 'conversations']",1
Dr. Chatbot Will See You Now,2024-09-11 16:57:12+00:00,By Teddy Rosenbluth,Health,"Americans are already turning to A.I. for health information in large numbers, new research suggests.","Susan Sheridan had heard of ChatGPT but had never used it, so the first question she asked the artificial intelligence chatbot was a bit garbled: “Facial droop, facial pain and dental work.”",https://www.nytimes.com/2024/09/11/health/chatbots-health-diagnosis-treatments.html,32,2,190,4.96875,2024-09,susan sheridan heard chatgpt never used first question asked artificial intelligence chatbot bit garbled “facial droop facial pain dental work”,"['susan', 'sheridan', 'heard', 'chatgpt', 'never', 'used', 'first', 'question', 'asked', 'artificial', 'intelligence', 'chatbot', 'bit', 'garbled', '“', 'facial', 'droop', 'facial', 'pain', 'dental', 'work', '”']","susan sheridan hear chatgpt never use first question ask artificial intelligence chatbot bit garble "" facial droop facial pain dental work """,-0.0516,Negative,"['susan', 'sheridan', 'heard', 'chatgpt', 'never', 'used', 'first', 'question', 'asked', 'artificial', 'intelligence', 'chatbot', 'bit', 'garbled', '“', 'facial', 'droop', 'facial', 'pain', 'dental', 'work', '”']",4
Does ChatGPT Mean Robots Are Coming For the Skilled Jobs?,2022-12-06 20:24:15+00:00,By Paul Krugman,Opinion,How A.I. will affect the demand for knowledge workers.,Will robots take away our jobs?,https://www.nytimes.com/2022/12/06/opinion/chatgpt-ai-skilled-jobs-automation.html,6,1,31,4.333333333333333,2022-12,robots take away jobs,"['robots', 'take', 'away', 'jobs']",robot take away job,0.0,Neutral,"['robots', 'take', 'away', 'jobs']",3
ChatGPT Is Helping Siri in iOS 18.2. And It’s Actually Useful.,2024-12-11 00:00:00+00:00,,,"If you’ve used an iPhone for any amount of time, you may have struggled with its built-in voice assistant, Siri. When Apple introduced Siri in the iPhone 4s, I excitedly tried to use the assistant to dictate and send a text message while crossing a frigid Manhattan park midwinter. But when Siri misunderstood me, I...","If you’ve used an iPhone for any amount of time, you may have struggled with its built-in voice assistant, Siri. When Apple introduced Siri in the iPhone 4s, I excitedly tried to use the assistant to dictate and send a text message while crossing a frigid Manhattan park midwinter. But when Siri misunderstood me, I...",https://www.nytimes.com/wirecutter/reviews/ios-18-2-review-chatgpt-siri/,55,6,318,4.8,2024-12,you’ve used iphone amount time may struggled builtin voice assistant siri apple introduced siri iphone excitedly tried use assistant dictate send text message crossing frigid manhattan park midwinter siri misunderstood,"['you', '’ve', 'used', 'iphone', 'amount', 'time', 'may', 'struggled', 'builtin', 'voice', 'assistant', 'siri', 'apple', 'introduced', 'siri', 'iphone', 'excitedly', 'tried', 'use', 'assistant', 'dictate', 'send', 'text', 'message', 'crossing', 'frigid', 'manhattan', 'park', 'midwinter', 'siri', 'misunderstood']",you ’ve use iphone amount time may struggle builtin voice assistant siri apple introduce siri iphone excitedly try use assistant dictate send text message cross frigid manhattan park midwinter siri misunderstood,-0.128,Negative,"['you', '’', 've', 'used', 'iphone', 'amount', 'time', 'may', 'struggled', 'builtin', 'voice', 'assistant', 'siri', 'apple', 'introduced', 'siri', 'iphone', 'excitedly', 'tried', 'use', 'assistant', 'dictate', 'send', 'text', 'message', 'crossing', 'frigid', 'manhattan', 'park', 'midwinter', 'siri', 'misunderstood']",3
ChatGPT Is Already Changing How I Do My Job,2023-04-21 09:00:19+00:00,By Farhad Manjoo,Opinion,Journalists may have a new semi-reliable source.,"Once you start using ChatGPT you pretty much can’t stop. You begin with trivial, gimmicky prompts: Do this math problem. Tell me some vegetarian recipes with broccoli and peas. What came first, the jock or the jockstrap?",https://www.nytimes.com/2023/04/21/opinion/chatgpt-journalism.html,37,4,220,4.972972972972973,2023-04,start using chatgpt pretty much can’t stop begin trivial gimmicky prompts math problem tell vegetarian recipes broccoli peas came first jock jockstrap,"['start', 'using', 'chatgpt', 'pretty', 'much', 'ca', 'n’t', 'stop', 'begin', 'trivial', 'gimmicky', 'prompts', 'math', 'problem', 'tell', 'vegetarian', 'recipes', 'broccoli', 'peas', 'came', 'first', 'jock', 'jockstrap']",start use chatgpt pretty much can not stop begin trivial gimmicky prompt math problem tell vegetarian recipe broccoli pea come first jock jockstrap,-0.2023,Negative,"['start', 'using', 'chatgpt', 'pretty', 'much', 'can', '’', 't', 'stop', 'begin', 'trivial', 'gimmicky', 'prompts', 'math', 'problem', 'tell', 'vegetarian', 'recipes', 'broccoli', 'peas', 'came', 'first', 'jock', 'jockstrap']",1
"Racing to Catch Up With ChatGPT, Google Plans Release of Its Own Chatbot",2023-02-06 20:08:22+00:00,By Cade Metz and Nico Grant,Technology,"The internet giant said it would begin testing its new chatbot, Bard, with a small, private group before releasing it to the public in the coming weeks.","Google said on Monday that it would soon release an experimental chatbot called Bard as it races to respond to ChatGPT, which has wowed millions of people since it was unveiled at the end of November.",https://www.nytimes.com/2023/02/06/technology/google-bard-ai-chatbot.html,36,2,200,4.583333333333333,2023-02,google said monday would soon release experimental chatbot called bard races respond chatgpt wowed millions people since unveiled end november,"['google', 'said', 'monday', 'would', 'soon', 'release', 'experimental', 'chatbot', 'called', 'bard', 'races', 'respond', 'chatgpt', 'wowed', 'millions', 'people', 'since', 'unveiled', 'end', 'november']",google say monday would soon release experimental chatbot call bard race respond chatgpt wow million people since unveil end november,0.5574,Positive,"['google', 'said', 'monday', 'would', 'soon', 'release', 'experimental', 'chatbot', 'called', 'bard', 'races', 'respond', 'chatgpt', 'wowed', 'millions', 'people', 'since', 'unveiled', 'end', 'november']",1
Help! My Boss Won’t Stop Using ChatGPT,2023-07-14 09:00:06+00:00,"By Kevin Roose, Casey Newton, Davis Land, Rachel Cohn, Jen Poyant, Alyssa Moxley, Dan Powell, Marion Lozano and Rowan Niemisto",Podcasts,Kevin and Casey answer your questions.,"This week, we answer more of your questions, like: What is ChatGPT’s carbon footprint? Why are engineers so sure artificial intelligence will keep getting better? And, why are there so many venture capital bros?",https://www.nytimes.com/2023/07/14/podcasts/hard-fork-mailbag.html,34,1,211,5.235294117647059,2023-07,week answer questions like chatgpt’s carbon footprint engineers sure artificial intelligence keep getting better many venture capital bros,"['week', 'answer', 'questions', 'like', 'chatgpt', '’s', 'carbon', 'footprint', 'engineers', 'sure', 'artificial', 'intelligence', 'keep', 'getting', 'better', 'many', 'venture', 'capital', 'bros']",week answer question like chatgpt ’s carbon footprint engineer sure artificial intelligence keep get well many venture capital bro,0.8689,Positive,"['week', 'answer', 'questions', 'like', 'chatgpt', '’', 's', 'carbon', 'footprint', 'engineers', 'sure', 'artificial', 'intelligence', 'keep', 'getting', 'better', 'many', 'venture', 'capital', 'bros']",1
Are You Using ChatGPT at Work? We Want to Hear About It.,2023-12-13 10:03:39+00:00,By Emma Goldberg,Business Day,"Just over a year since ChatGPT’s release, we’re exploring how workers have begun using A.I. chatbots in their jobs.","As soon as ChatGPT and other artificial intelligence chatbots became widely available, workers began exploring how they could use the tools for their jobs — and how it might affect their jobs in the long term. Now the world has had just over a year to experiment.",https://www.nytimes.com/2023/12/13/business/are-you-using-chatgpt-at-work-we-want-to-hear-about-it.html,47,3,263,4.617021276595745,2023-12,soon chatgpt artificial intelligence chatbots became widely available workers began exploring could use tools jobs — might affect jobs long term world year experiment,"['soon', 'chatgpt', 'artificial', 'intelligence', 'chatbots', 'became', 'widely', 'available', 'workers', 'began', 'exploring', 'could', 'use', 'tools', 'jobs', '—', 'might', 'affect', 'jobs', 'long', 'term', 'world', 'year', 'experiment']",soon chatgpt artificial intelligence chatbot become widely available worker begin explore could use tool job — might affect job long term world year experiment,0.4767,Positive,"['soon', 'chatgpt', 'artificial', 'intelligence', 'chatbots', 'became', 'widely', 'available', 'workers', 'began', 'exploring', 'could', 'use', 'tools', 'jobs', '—', 'might', 'affect', 'jobs', 'long', 'term', 'world', 'year', 'experiment']",4
One Year In and ChatGPT Already Has Us Doing Its Bidding,2023-12-19 10:01:52+00:00,By Vauhini Vara,Opinion,"For me, the journey began when I asked ChatGPT who I was.","One of the first things I asked ChatGPT about, early this year, was myself: “What can you tell me about the writer Vauhini Vara?” It told me I’m a journalist (true, though I’m also a fiction writer), that I was born in California (false) and that I’d won a Gerald Loeb Award and a National Magazine Award (false, false).",https://www.nytimes.com/2023/12/19/opinion/artificial-intelligence-chatgpt.html,59,2,320,4.440677966101695,2023-12,one first things asked chatgpt early year “what tell writer vauhini vara” told i’m journalist true though i’m also fiction writer born california false i’d gerald loeb award national magazine award false false,"['one', 'first', 'things', 'asked', 'chatgpt', 'early', 'year', '“', 'what', 'tell', 'writer', 'vauhini', 'vara', '”', 'told', 'i', '’m', 'journalist', 'true', 'though', 'i', '’m', 'also', 'fiction', 'writer', 'born', 'california', 'false', 'i', '’d', 'gerald', 'loeb', 'award', 'national', 'magazine', 'award', 'false', 'false']","one first thing ask chatgpt early year "" what tell writer vauhini vara "" tell I ’m journalist true though I ’m also fiction writer bear california false i ’d gerald loeb award national magazine award false false",0.8689,Positive,"['one', 'first', 'things', 'asked', 'chatgpt', 'early', 'year', '“', 'what', 'tell', 'writer', 'vauhini', 'vara', '”', 'told', 'i', '’', 'm', 'journalist', 'true', 'though', 'i', '’', 'm', 'also', 'fiction', 'writer', 'born', 'california', 'false', 'i', '’', 'd', 'gerald', 'loeb', 'award', 'national', 'magazine', 'award', 'false', 'false']",4
What to Know About ChatGPT’s New Code Interpreter Feature,2023-07-11 15:52:25+00:00,By Yiwen Lu,Technology,"Graphs, maps and data analyses? Now ChatGPT can do even more.","ChatGPT, the artificial-intelligence-powered chatbot made by OpenAI, has wowed the world in recent months with the text it can generate. Now the chatbot is delighting users anew by creating charts and maps and turning images into videos.",https://www.nytimes.com/2023/07/11/technology/what-to-know-chatgpt-code-interpreter.html,37,3,237,5.4324324324324325,2023-07,chatgpt artificialintelligencepowered chatbot made openai wowed world recent months text generate chatbot delighting users anew creating charts maps turning images videos,"['chatgpt', 'artificialintelligencepowered', 'chatbot', 'made', 'openai', 'wowed', 'world', 'recent', 'months', 'text', 'generate', 'chatbot', 'delighting', 'users', 'anew', 'creating', 'charts', 'maps', 'turning', 'images', 'videos']",chatgpt artificialintelligencepowered chatbot make openai wow world recent month text generate chatbot delight user anew create chart map turn image video,0.8126,Positive,"['chatgpt', 'artificialintelligencepowered', 'chatbot', 'made', 'openai', 'wowed', 'world', 'recent', 'months', 'text', 'generate', 'chatbot', 'delighting', 'users', 'anew', 'creating', 'charts', 'maps', 'turning', 'images', 'videos']",0
I Finally Figured Out Who ChatGPT Reminds Me Of,2024-01-07 14:00:29+00:00,By Elizabeth Spiers,Opinion,Generative A.I. is often described as being in its infancy. The truth is a little more of a handful.,"As the mother of an 8-year-old, and as someone who’s spent the past year experimenting with generative A.I., I’ve thought a lot about the connection between interacting with one and with the other. I’m not alone in this. A paper published in August in the journal Nature Human Behaviour explained how, during its early stages, an artificial intelligence model will try lots of things randomly, narrowing its focus and getting more conservative in its choices as it gets more sophisticated. Kind of like what a child does. “A.I. programs do best if they start out like weird kids,” writes Alison Gopnik, a developmental psychologist.",https://www.nytimes.com/2024/01/07/opinion/chatgpt-generative-ai.html,104,10,632,5.086538461538462,2024-01,mother yearold someone who’s spent past year experimenting generative ai i’ve thought lot connection interacting one i’m alone paper published august journal nature human behaviour explained early stages artificial intelligence model try lots things randomly narrowing focus getting conservative choices gets sophisticated kind like child “ai programs best start like weird kids” writes alison gopnik developmental psychologist,"['mother', 'yearold', 'someone', 'who', '’s', 'spent', 'past', 'year', 'experimenting', 'generative', 'ai', 'i', '’ve', 'thought', 'lot', 'connection', 'interacting', 'one', 'i', '’m', 'alone', 'paper', 'published', 'august', 'journal', 'nature', 'human', 'behaviour', 'explained', 'early', 'stages', 'artificial', 'intelligence', 'model', 'try', 'lots', 'things', 'randomly', 'narrowing', 'focus', 'getting', 'conservative', 'choices', 'gets', 'sophisticated', 'kind', 'like', 'child', '“', 'ai', 'programs', 'best', 'start', 'like', 'weird', 'kids', '”', 'writes', 'alison', 'gopnik', 'developmental', 'psychologist']","mother yearold someone who ’s spend past year experiment generative ai I ’ve think lot connection interact one I ’m alone paper publish august journal nature human behaviour explain early stage artificial intelligence model try lot thing randomly narrow focus get conservative choice get sophisticated kind like child "" ai program well start like weird kid "" write alison gopnik developmental psychologist",0.9485,Positive,"['mother', 'yearold', 'someone', 'who', '’', 's', 'spent', 'past', 'year', 'experimenting', 'generative', 'ai', 'i', '’', 've', 'thought', 'lot', 'connection', 'interacting', 'one', 'i', '’', 'm', 'alone', 'paper', 'published', 'august', 'journal', 'nature', 'human', 'behaviour', 'explained', 'early', 'stages', 'artificial', 'intelligence', 'model', 'try', 'lots', 'things', 'randomly', 'narrowing', 'focus', 'getting', 'conservative', 'choices', 'gets', 'sophisticated', 'kind', 'like', 'child', '“', 'ai', 'programs', 'best', 'start', 'like', 'weird', 'kids', '”', 'writes', 'alison', 'gopnik', 'developmental', 'psychologist']",2
Can I Use ChatGPT for the Tedious Parts of My Job?,2023-07-07 18:43:25+00:00,By Kwame Anthony Appiah,Magazine,The magazine’s Ethicist columnist on using artificial intelligence to assist with mundane tasks at work.,"I’m a writer and a college professor at a small college, and I recently became chair of the English department. I usually love to write, but when it comes to administrative documents, I struggle — and this new role asks for a lot of them.",https://www.nytimes.com/2023/07/07/magazine/artificial-intelligence-workplace-ethics.html,45,3,238,4.311111111111111,2023-07,i’m writer college professor small college recently became chair english department usually love write comes administrative documents struggle — new role asks lot,"['i', '’m', 'writer', 'college', 'professor', 'small', 'college', 'recently', 'became', 'chair', 'english', 'department', 'usually', 'love', 'write', 'comes', 'administrative', 'documents', 'struggle', '—', 'new', 'role', 'asks', 'lot']",I ’m writer college professor small college recently become chair english department usually love write come administrative document struggle — new role ask lot,0.4404,Positive,"['i', '’', 'm', 'writer', 'college', 'professor', 'small', 'college', 'recently', 'became', 'chair', 'english', 'department', 'usually', 'love', 'write', 'comes', 'administrative', 'documents', 'struggle', '—', 'new', 'role', 'asks', 'lot']",2
Microsoft Bets Big on the Creator of ChatGPT in Race to Dominate A.I.,2023-01-12 23:16:03+00:00,By Cade Metz and Karen Weise,Technology,"As a new chatbot wows the world with its conversational talents, a resurgent tech giant is poised to reap the benefits while doubling down on a relationship with the start-up OpenAI.","When a chatbot called ChatGPT hit the internet late last year, executives at a number of Silicon Valley companies worried they were suddenly dealing with new artificial intelligence technology that could disrupt their businesses.",https://www.nytimes.com/2023/01/12/technology/microsoft-openai-chatgpt.html,34,2,229,5.764705882352941,2023-01,chatbot called chatgpt hit internet late last year executives number silicon valley companies worried suddenly dealing new artificial intelligence technology could disrupt businesses,"['chatbot', 'called', 'chatgpt', 'hit', 'internet', 'late', 'last', 'year', 'executives', 'number', 'silicon', 'valley', 'companies', 'worried', 'suddenly', 'dealing', 'new', 'artificial', 'intelligence', 'technology', 'could', 'disrupt', 'businesses']",chatbot call chatgpt hit internet late last year executive number silicon valley company worry suddenly deal new artificial intelligence technology could disrupt business,0.296,Positive,"['chatbot', 'called', 'chatgpt', 'hit', 'internet', 'late', 'last', 'year', 'executives', 'number', 'silicon', 'valley', 'companies', 'worried', 'suddenly', 'dealing', 'new', 'artificial', 'intelligence', 'technology', 'could', 'disrupt', 'businesses']",3
"Is A.I. Poisoning Itself?, Billionaire Cage Fight and Cooking With ChatGPT",2023-06-30 09:00:34+00:00,"By Kevin Roose, Casey Newton, Davis Land, Rachel Cohn, Jen Poyant, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano, Sophia Lanman and Rowan Niemisto",Podcasts,The missing ingredient in A.I. content might soon be human-generated content.,"Whether it’s on TikTok or Twitter, A.I.-generated content is already flooding the web. So, what happens when the technology — prone to confidently making things up — starts ingesting itself?",https://www.nytimes.com/2023/06/30/podcasts/hard-fork-ai-poison.html,30,4,190,5.366666666666666,2023-06,whether it’s tiktok twitter aigenerated content already flooding web happens technology — prone confidently making things — starts ingesting,"['whether', 'it', '’s', 'tiktok', 'twitter', 'aigenerated', 'content', 'already', 'flooding', 'web', 'happens', 'technology', '—', 'prone', 'confidently', 'making', 'things', '—', 'starts', 'ingesting']",whether it ’ tiktok twitter aigenerate content already flood web happen technology — prone confidently make thing — start ingest,0.4767,Positive,"['whether', 'it', '’', 's', 'tiktok', 'twitter', 'aigenerated', 'content', 'already', 'flooding', 'web', 'happens', 'technology', '—', 'prone', 'confidently', 'making', 'things', '—', 'starts', 'ingesting']",3
"A Trip to TikTok, ChatGPT’s Origin Story and Kevin Systrom’s Comeback",2023-02-03 10:00:10+00:00,"By Kevin Roose, Casey Newton, Davis Land, Paula Szuchman, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano, Sophia Lanman and Rowan Niemisto",Podcasts,"Casey becomes a content moderator, Kevin breaks some news on OpenAI and Instagram’s co-founder reveals his new project.","TikTok is opening up a “Transparency and Accountability Center” to try to win over skeptics. Is the company’s strategy working? Then, the origin story of OpenAI’s ChatGPT and how the company kicked off an A.I. arms race.",https://www.nytimes.com/2023/02/03/podcasts/hard-fork-tiktok-openai-artifact.html,37,5,220,4.972972972972973,2023-02,tiktok opening “transparency accountability center” try win skeptics company’s strategy working origin story openai’s chatgpt company kicked ai arms race,"['tiktok', 'opening', '“', 'transparency', 'accountability', 'center', '”', 'try', 'win', 'skeptics', 'company', '’s', 'strategy', 'working', 'origin', 'story', 'openai', '’s', 'chatgpt', 'company', 'kicked', 'ai', 'arms', 'race']","tiktok opening "" transparency accountability center "" try win skeptic company ’s strategy work origin story openai ’s chatgpt company kick ai arm race",0.5267,Positive,"['tiktok', 'opening', '“', 'transparency', 'accountability', 'center', '”', 'try', 'win', 'skeptics', 'company', '’', 's', 'strategy', 'working', 'origin', 'story', 'openai', '’', 's', 'chatgpt', 'company', 'kicked', 'ai', 'arms', 'race']",1
How Strangers Got My Email Address From ChatGPT’s Model,2023-12-22 21:07:44+00:00,By Jeremy White,Technology,Researchers at Indiana University used ChatGPT’s model to extract contact information for more than 30 New York Times employees.,Researchers at Indiana University used ChatGPT’s model to extract contact information for more than 30 New York Times employees.,https://www.nytimes.com/interactive/2023/12/22/technology/openai-chatgpt-privacy-exploit.html,19,2,128,5.789473684210527,2023-12,researchers indiana university used chatgpt’s model extract contact information new york times employees,"['researchers', 'indiana', 'university', 'used', 'chatgpt', '’s', 'model', 'extract', 'contact', 'information', 'new', 'york', 'times', 'employees']",researcher indiana university use chatgpt ’s model extract contact information new york times employee,0.0,Neutral,"['researchers', 'indiana', 'university', 'used', 'chatgpt', '’', 's', 'model', 'extract', 'contact', 'information', 'new', 'york', 'times', 'employees']",4
Quiz: How Should I Use A.I. Chatbots Like ChatGPT?,2023-03-30 15:02:06+00:00,By The New York Times,Technology,"You read <a href=""https://www.nytimes.com/2023/03/30/technology/ai-chatbot-chatgpt-uses-work-life.html"">Part 4 of our weeklong series on artificial intelligence.</a> Now test your knowledge.","You read <a href=""https://www.nytimes.com/2023/03/30/technology/ai-chatbot-chatgpt-uses-work-life.html"">Part 4 of our weeklong series on artificial intelligence.</a> Now test your knowledge.",https://www.nytimes.com/interactive/2023/03/30/technology/quiz-ai-chatbot-chatgpt-uses.html,16,6,190,10.9375,2023-03,read hrefhttpswwwnytimescomtechnologyaichatbotchatgptusesworklifehtmlpart weeklong series artificial intelligencea test knowledge,"['read', 'hrefhttpswwwnytimescomtechnologyaichatbotchatgptusesworklifehtmlpart', 'weeklong', 'series', 'artificial', 'intelligencea', 'test', 'knowledge']",read hrefhttpswwwnytimescomtechnologyaichatbotchatgptusesworklifehtmlpart weeklong series artificial intelligencea test knowledge,0.0,Neutral,"['read', 'hrefhttpswwwnytimescomtechnologyaichatbotchatgptusesworklifehtmlpart', 'weeklong', 'series', 'artificial', 'intelligencea', 'test', 'knowledge']",0
